"","new","c","hc_ward_cut"
"2384","A_M1029MM03_1S3RNA 1","111","1"
"2385","A_M1029MM03_1S3RNA 10","106","1"
"2386","A_M1029MM03_1S3RNA 11","202","1"
"2387","A_M1029MM03_1S3RNA 12","203","1"
"2388","A_M1029MM03_1S3RNA 13","203","1"
"2389","A_M1029MM03_1S3RNA 14","203","1"
"2390","A_M1029MM03_1S3RNA 15","203","1"
"2391","A_M1029MM03_1S3RNA 16","204","1"
"2392","A_M1029MM03_1S3RNA 17","205","1"
"2393","A_M1029MM03_1S3RNA 18","205","1"
"2394","A_M1029MM03_1S3RNA 19","205","1"
"2395","A_M1029MM03_1S3RNA 2","111","2"
"2396","A_M1029MM03_1S3RNA 20","301","2"
"2397","A_M1029MM03_1S3RNA 21","304","2"
"2398","A_M1029MM03_1S3RNA 22","304","2"
"2399","A_M1029MM03_1S3RNA 23","304","2"
"2400","A_M1029MM03_1S3RNA 24","304","2"
"2401","A_M1029MM03_1S3RNA 25","305","2"
"2402","A_M1029MM03_1S3RNA 26","306","2"
"2403","A_M1029MM03_1S3RNA 27","306","1"
"2404","A_M1029MM03_1S3RNA 28","307","1"
"2405","A_M1029MM03_1S3RNA 29","311","1"
"2406","A_M1029MM03_1S3RNA 3","111","2"
"2407","A_M1029MM03_1S3RNA 30","311","1"
"2408","A_M1029MM03_1S3RNA 31","311","1"
"2409","A_M1029MM03_1S3RNA 32","311","1"
"2410","A_M1029MM03_1S3RNA 33","311","1"
"2411","A_M1029MM03_1S3RNA 34","311","1"
"2412","A_M1029MM03_1S3RNA 35","311","2"
"2413","A_M1029MM03_1S3RNA 36","311","2"
"2414","A_M1029MM03_1S3RNA 37","311","2"
"2415","A_M1029MM03_1S3RNA 38","311","2"
"2416","A_M1029MM03_1S3RNA 4","102","2"
"2417","A_M1029MM03_1S3RNA 5","102","2"
"2418","A_M1029MM03_1S3RNA 6","102","2"
"2419","A_M1029MM03_1S3RNA 7","103","2"
"2420","A_M1029MM03_1S3RNA 8","104","2"
"2421","A_M1029MM03_1S3RNA 9","106","2"
"2422","A_M1029MM03_2S2RNA 1","111","1"
"2423","A_M1029MM03_2S2RNA 10","201","1"
"2424","A_M1029MM03_2S2RNA 11","203","1"
"2425","A_M1029MM03_2S2RNA 12","203","1"
"2426","A_M1029MM03_2S2RNA 13","203","1"
"2427","A_M1029MM03_2S2RNA 14","203","1"
"2428","A_M1029MM03_2S2RNA 15","204","1"
"2429","A_M1029MM03_2S2RNA 16","205","1"
"2430","A_M1029MM03_2S2RNA 17","205","1"
"2431","A_M1029MM03_2S2RNA 18","205","1"
"2432","A_M1029MM03_2S2RNA 19","301","2"
"2433","A_M1029MM03_2S2RNA 2","111","2"
"2434","A_M1029MM03_2S2RNA 20","304","2"
"2435","A_M1029MM03_2S2RNA 21","304","2"
"2436","A_M1029MM03_2S2RNA 22","304","2"
"2437","A_M1029MM03_2S2RNA 23","304","2"
"2438","A_M1029MM03_2S2RNA 24","306","2"
"2439","A_M1029MM03_2S2RNA 25","306","2"
"2440","A_M1029MM03_2S2RNA 26","306","1"
"2441","A_M1029MM03_2S2RNA 27","308","1"
"2442","A_M1029MM03_2S2RNA 28","308","1"
"2443","A_M1029MM03_2S2RNA 29","311","2"
"2444","A_M1029MM03_2S2RNA 3","111","2"
"2445","A_M1029MM03_2S2RNA 30","311","1"
"2446","A_M1029MM03_2S2RNA 31","311","1"
"2447","A_M1029MM03_2S2RNA 32","311","1"
"2448","A_M1029MM03_2S2RNA 33","311","2"
"2449","A_M1029MM03_2S2RNA 34","311","2"
"2450","A_M1029MM03_2S2RNA 35","311","2"
"2451","A_M1029MM03_2S2RNA 36","311","2"
"2452","A_M1029MM03_2S2RNA 37","311","2"
"2453","A_M1029MM03_2S2RNA 38","311","2"
"2454","A_M1029MM03_2S2RNA 4","102","2"
"2455","A_M1029MM03_2S2RNA 5","102","2"
"2456","A_M1029MM03_2S2RNA 6","105","2"
"2457","A_M1029MM03_2S2RNA 7","105","2"
"2458","A_M1029MM03_2S2RNA 8","106","2"
"2459","A_M1029MM03_2S2RNA 9","106","2"
"2460","A_M1029MM03_3S1RNA 1","102","1"
"2461","A_M1029MM03_3S1RNA 10","202","1"
"2462","A_M1029MM03_3S1RNA 11","203","1"
"2463","A_M1029MM03_3S1RNA 12","203","1"
"2464","A_M1029MM03_3S1RNA 13","203","1"
"2465","A_M1029MM03_3S1RNA 14","204","1"
"2466","A_M1029MM03_3S1RNA 15","205","1"
"2467","A_M1029MM03_3S1RNA 16","205","1"
"2468","A_M1029MM03_3S1RNA 17","205","1"
"2469","A_M1029MM03_3S1RNA 18","206","2"
"2470","A_M1029MM03_3S1RNA 19","303","2"
"2471","A_M1029MM03_3S1RNA 2","102","2"
"2472","A_M1029MM03_3S1RNA 20","304","2"
"2473","A_M1029MM03_3S1RNA 21","304","2"
"2474","A_M1029MM03_3S1RNA 22","304","2"
"2475","A_M1029MM03_3S1RNA 23","305","2"
"2476","A_M1029MM03_3S1RNA 24","306","2"
"2477","A_M1029MM03_3S1RNA 25","306","1"
"2478","A_M1029MM03_3S1RNA 26","308","2"
"2479","A_M1029MM03_3S1RNA 27","308","1"
"2480","A_M1029MM03_3S1RNA 28","311","1"
"2481","A_M1029MM03_3S1RNA 29","311","2"
"2482","A_M1029MM03_3S1RNA 3","103","2"
"2483","A_M1029MM03_3S1RNA 30","311","1"
"2484","A_M1029MM03_3S1RNA 31","311","1"
"2485","A_M1029MM03_3S1RNA 32","311","1"
"2486","A_M1029MM03_3S1RNA 33","311","2"
"2487","A_M1029MM03_3S1RNA 34","311","2"
"2488","A_M1029MM03_3S1RNA 35","311","2"
"2489","A_M1029MM03_3S1RNA 36","311","2"
"2490","A_M1029MM03_3S1RNA 37","311","2"
"2491","A_M1029MM03_3S1RNA 4","103","2"
"2492","A_M1029MM03_3S1RNA 5","104","2"
"2493","A_M1029MM03_3S1RNA 6","104","2"
"2494","A_M1029MM03_3S1RNA 7","106","2"
"2495","A_M1029MM03_3S1RNA 8","106","2"
"2496","A_M1029MM03_3S1RNA 9","106","2"
"2497","A_M1030MM03_1S3RNA 1","111","1"
"2498","A_M1030MM03_1S3RNA 10","202","1"
"2499","A_M1030MM03_1S3RNA 11","203","1"
"2500","A_M1030MM03_1S3RNA 12","203","1"
"2501","A_M1030MM03_1S3RNA 13","203","1"
"2502","A_M1030MM03_1S3RNA 14","204","1"
"2503","A_M1030MM03_1S3RNA 15","205","1"
"2504","A_M1030MM03_1S3RNA 16","205","1"
"2505","A_M1030MM03_1S3RNA 17","206","1"
"2506","A_M1030MM03_1S3RNA 18","302","2"
"2507","A_M1030MM03_1S3RNA 19","304","2"
"2508","A_M1030MM03_1S3RNA 2","111","2"
"2509","A_M1030MM03_1S3RNA 20","304","2"
"2510","A_M1030MM03_1S3RNA 21","304","2"
"2511","A_M1030MM03_1S3RNA 22","305","2"
"2512","A_M1030MM03_1S3RNA 23","306","2"
"2513","A_M1030MM03_1S3RNA 24","306","1"
"2514","A_M1030MM03_1S3RNA 25","307","1"
"2515","A_M1030MM03_1S3RNA 26","311","1"
"2516","A_M1030MM03_1S3RNA 27","311","2"
"2517","A_M1030MM03_1S3RNA 28","311","1"
"2518","A_M1030MM03_1S3RNA 29","311","1"
"2519","A_M1030MM03_1S3RNA 3","102","1"
"2520","A_M1030MM03_1S3RNA 30","311","1"
"2521","A_M1030MM03_1S3RNA 31","311","1"
"2522","A_M1030MM03_1S3RNA 32","311","2"
"2523","A_M1030MM03_1S3RNA 33","311","2"
"2524","A_M1030MM03_1S3RNA 34","311","2"
"2525","A_M1030MM03_1S3RNA 35","311","2"
"2526","A_M1030MM03_1S3RNA 4","102","2"
"2527","A_M1030MM03_1S3RNA 5","103","2"
"2528","A_M1030MM03_1S3RNA 6","103","2"
"2529","A_M1030MM03_1S3RNA 7","106","2"
"2530","A_M1030MM03_1S3RNA 8","106","2"
"2531","A_M1030MM03_1S3RNA 9","106","2"
"2532","A_M1030MM03_2S2RNA 1","111","1"
"2533","A_M1030MM03_2S2RNA 10","106","1"
"2534","A_M1030MM03_2S2RNA 11","202","1"
"2535","A_M1030MM03_2S2RNA 12","203","1"
"2536","A_M1030MM03_2S2RNA 13","203","1"
"2537","A_M1030MM03_2S2RNA 14","203","1"
"2538","A_M1030MM03_2S2RNA 15","203","1"
"2539","A_M1030MM03_2S2RNA 16","205","1"
"2540","A_M1030MM03_2S2RNA 17","205","1"
"2541","A_M1030MM03_2S2RNA 18","205","1"
"2542","A_M1030MM03_2S2RNA 19","206","2"
"2543","A_M1030MM03_2S2RNA 2","111","2"
"2544","A_M1030MM03_2S2RNA 20","301","2"
"2545","A_M1030MM03_2S2RNA 21","304","2"
"2546","A_M1030MM03_2S2RNA 22","304","2"
"2547","A_M1030MM03_2S2RNA 23","304","2"
"2548","A_M1030MM03_2S2RNA 24","304","2"
"2549","A_M1030MM03_2S2RNA 25","306","2"
"2550","A_M1030MM03_2S2RNA 26","306","1"
"2551","A_M1030MM03_2S2RNA 27","306","1"
"2552","A_M1030MM03_2S2RNA 28","308","1"
"2553","A_M1030MM03_2S2RNA 29","308","1"
"2554","A_M1030MM03_2S2RNA 3","111","2"
"2555","A_M1030MM03_2S2RNA 30","311","2"
"2556","A_M1030MM03_2S2RNA 31","311","1"
"2557","A_M1030MM03_2S2RNA 32","311","1"
"2558","A_M1030MM03_2S2RNA 33","311","1"
"2559","A_M1030MM03_2S2RNA 34","311","1"
"2560","A_M1030MM03_2S2RNA 35","311","1"
"2561","A_M1030MM03_2S2RNA 36","311","2"
"2562","A_M1030MM03_2S2RNA 37","311","2"
"2563","A_M1030MM03_2S2RNA 38","311","2"
"2564","A_M1030MM03_2S2RNA 39","311","2"
"2565","A_M1030MM03_2S2RNA 4","102","2"
"2566","A_M1030MM03_2S2RNA 5","102","2"
"2567","A_M1030MM03_2S2RNA 6","105","2"
"2568","A_M1030MM03_2S2RNA 7","105","2"
"2569","A_M1030MM03_2S2RNA 8","106","2"
"2570","A_M1030MM03_2S2RNA 9","106","2"
"2571","A_M1030MM03_3S1RNA 1","102","1"
"2572","A_M1030MM03_3S1RNA 10","202","1"
"2573","A_M1030MM03_3S1RNA 11","203","1"
"2574","A_M1030MM03_3S1RNA 12","203","1"
"2575","A_M1030MM03_3S1RNA 13","203","1"
"2576","A_M1030MM03_3S1RNA 14","203.5","1"
"2577","A_M1030MM03_3S1RNA 15","205","1"
"2578","A_M1030MM03_3S1RNA 16","205","1"
"2579","A_M1030MM03_3S1RNA 17","205","1"
"2580","A_M1030MM03_3S1RNA 18","206","2"
"2581","A_M1030MM03_3S1RNA 19","303","2"
"2582","A_M1030MM03_3S1RNA 2","102","2"
"2583","A_M1030MM03_3S1RNA 20","304","2"
"2584","A_M1030MM03_3S1RNA 21","304","2"
"2585","A_M1030MM03_3S1RNA 22","304","2"
"2586","A_M1030MM03_3S1RNA 23","305","2"
"2587","A_M1030MM03_3S1RNA 24","306","2"
"2588","A_M1030MM03_3S1RNA 25","306","1"
"2589","A_M1030MM03_3S1RNA 26","308","2"
"2590","A_M1030MM03_3S1RNA 27","308","1"
"2591","A_M1030MM03_3S1RNA 28","309","1"
"2592","A_M1030MM03_3S1RNA 29","311","2"
"2593","A_M1030MM03_3S1RNA 3","103","2"
"2594","A_M1030MM03_3S1RNA 30","311","1"
"2595","A_M1030MM03_3S1RNA 31","311","1"
"2596","A_M1030MM03_3S1RNA 32","311","1"
"2597","A_M1030MM03_3S1RNA 33","311","1"
"2598","A_M1030MM03_3S1RNA 34","311","1"
"2599","A_M1030MM03_3S1RNA 35","311","2"
"2600","A_M1030MM03_3S1RNA 36","311","2"
"2601","A_M1030MM03_3S1RNA 37","311","2"
"2602","A_M1030MM03_3S1RNA 38","311","2"
"2603","A_M1030MM03_3S1RNA 4","103","2"
"2604","A_M1030MM03_3S1RNA 5","104","2"
"2605","A_M1030MM03_3S1RNA 6","104","2"
"2606","A_M1030MM03_3S1RNA 7","106","2"
"2607","A_M1030MM03_3S1RNA 8","106","2"
"2608","A_M1030MM03_3S1RNA 9","106","1"
"2609","A_M1031MM04_1S1RNA 1","102","1"
"2610","A_M1031MM04_1S1RNA 10","201","1"
"2611","A_M1031MM04_1S1RNA 11","202","1"
"2612","A_M1031MM04_1S1RNA 12","203","1"
"2613","A_M1031MM04_1S1RNA 13","203","1"
"2614","A_M1031MM04_1S1RNA 14","203","1"
"2615","A_M1031MM04_1S1RNA 15","203","1"
"2616","A_M1031MM04_1S1RNA 16","204.5","1"
"2617","A_M1031MM04_1S1RNA 17","205","1"
"2618","A_M1031MM04_1S1RNA 18","205","1"
"2619","A_M1031MM04_1S1RNA 19","205","1"
"2620","A_M1031MM04_1S1RNA 2","102","2"
"2621","A_M1031MM04_1S1RNA 20","301","2"
"2622","A_M1031MM04_1S1RNA 21","304","2"
"2623","A_M1031MM04_1S1RNA 22","304","2"
"2624","A_M1031MM04_1S1RNA 23","304","2"
"2625","A_M1031MM04_1S1RNA 24","304","2"
"2626","A_M1031MM04_1S1RNA 25","305","2"
"2627","A_M1031MM04_1S1RNA 26","306","2"
"2628","A_M1031MM04_1S1RNA 27","306","1"
"2629","A_M1031MM04_1S1RNA 28","307","1"
"2630","A_M1031MM04_1S1RNA 29","308","1"
"2631","A_M1031MM04_1S1RNA 3","103","1"
"2632","A_M1031MM04_1S1RNA 30","309","2"
"2633","A_M1031MM04_1S1RNA 31","311","1"
"2634","A_M1031MM04_1S1RNA 32","311","1"
"2635","A_M1031MM04_1S1RNA 33","311","1"
"2636","A_M1031MM04_1S1RNA 34","311","1"
"2637","A_M1031MM04_1S1RNA 35","311","1"
"2638","A_M1031MM04_1S1RNA 36","311","1"
"2639","A_M1031MM04_1S1RNA 37","311","2"
"2640","A_M1031MM04_1S1RNA 38","311","2"
"2641","A_M1031MM04_1S1RNA 39","311","2"
"2642","A_M1031MM04_1S1RNA 4","103","2"
"2643","A_M1031MM04_1S1RNA 40","311","2"
"2644","A_M1031MM04_1S1RNA 5","104","2"
"2645","A_M1031MM04_1S1RNA 6","104","2"
"2646","A_M1031MM04_1S1RNA 7","105","2"
"2647","A_M1031MM04_1S1RNA 8","106","2"
"2648","A_M1031MM04_1S1RNA 9","106","2"
"2649","A_M1031MM04_2S2RNA 1","111","1"
"2650","A_M1031MM04_2S2RNA 10","106","1"
"2651","A_M1031MM04_2S2RNA 11","106","1"
"2652","A_M1031MM04_2S2RNA 12","202","1"
"2653","A_M1031MM04_2S2RNA 13","203","1"
"2654","A_M1031MM04_2S2RNA 14","203","1"
"2655","A_M1031MM04_2S2RNA 15","203","1"
"2656","A_M1031MM04_2S2RNA 16","203","1"
"2657","A_M1031MM04_2S2RNA 17","205","1"
"2658","A_M1031MM04_2S2RNA 18","205","1"
"2659","A_M1031MM04_2S2RNA 19","205","1"
"2660","A_M1031MM04_2S2RNA 2","111","1"
"2661","A_M1031MM04_2S2RNA 20","206","2"
"2662","A_M1031MM04_2S2RNA 21","302","2"
"2663","A_M1031MM04_2S2RNA 22","304","2"
"2664","A_M1031MM04_2S2RNA 23","304","2"
"2665","A_M1031MM04_2S2RNA 24","304","2"
"2666","A_M1031MM04_2S2RNA 25","304","2"
"2667","A_M1031MM04_2S2RNA 26","306","2"
"2668","A_M1031MM04_2S2RNA 27","306","1"
"2669","A_M1031MM04_2S2RNA 28","306","1"
"2670","A_M1031MM04_2S2RNA 29","308","1"
"2671","A_M1031MM04_2S2RNA 3","111","1"
"2672","A_M1031MM04_2S2RNA 30","308","2"
"2673","A_M1031MM04_2S2RNA 31","311","2"
"2674","A_M1031MM04_2S2RNA 32","311","1"
"2675","A_M1031MM04_2S2RNA 33","311","1"
"2676","A_M1031MM04_2S2RNA 34","311","1"
"2677","A_M1031MM04_2S2RNA 35","311","1"
"2678","A_M1031MM04_2S2RNA 36","311","1"
"2679","A_M1031MM04_2S2RNA 37","311","2"
"2680","A_M1031MM04_2S2RNA 38","311","2"
"2681","A_M1031MM04_2S2RNA 39","311","2"
"2682","A_M1031MM04_2S2RNA 4","103","2"
"2683","A_M1031MM04_2S2RNA 40","311","2"
"2684","A_M1031MM04_2S2RNA 5","102","2"
"2685","A_M1031MM04_2S2RNA 6","105","2"
"2686","A_M1031MM04_2S2RNA 7","105","2"
"2687","A_M1031MM04_2S2RNA 8","104","2"
"2688","A_M1031MM04_2S2RNA 9","106","2"
"2689","A_M1031MM04_3S3RNA 1","111","1"
"2690","A_M1031MM04_3S3RNA 10","106","1"
"2691","A_M1031MM04_3S3RNA 11","106","1"
"2692","A_M1031MM04_3S3RNA 12","106","1"
"2693","A_M1031MM04_3S3RNA 13","202","1"
"2694","A_M1031MM04_3S3RNA 14","203","1"
"2695","A_M1031MM04_3S3RNA 15","203","1"
"2696","A_M1031MM04_3S3RNA 16","203","1"
"2697","A_M1031MM04_3S3RNA 17","204","1"
"2698","A_M1031MM04_3S3RNA 18","205","1"
"2699","A_M1031MM04_3S3RNA 19","205","1"
"2700","A_M1031MM04_3S3RNA 2","111","1"
"2701","A_M1031MM04_3S3RNA 20","205","2"
"2702","A_M1031MM04_3S3RNA 21","206","2"
"2703","A_M1031MM04_3S3RNA 22","303","2"
"2704","A_M1031MM04_3S3RNA 23","304","2"
"2705","A_M1031MM04_3S3RNA 24","304","2"
"2706","A_M1031MM04_3S3RNA 25","304","2"
"2707","A_M1031MM04_3S3RNA 26","305","2"
"2708","A_M1031MM04_3S3RNA 27","306","2"
"2709","A_M1031MM04_3S3RNA 28","306","1"
"2710","A_M1031MM04_3S3RNA 29","307","2"
"2711","A_M1031MM04_3S3RNA 3","111","1"
"2712","A_M1031MM04_3S3RNA 30","311","2"
"2713","A_M1031MM04_3S3RNA 31","311","1"
"2714","A_M1031MM04_3S3RNA 32","311","2"
"2715","A_M1031MM04_3S3RNA 33","311","1"
"2716","A_M1031MM04_3S3RNA 34","311","1"
"2717","A_M1031MM04_3S3RNA 35","311","1"
"2718","A_M1031MM04_3S3RNA 36","311","2"
"2719","A_M1031MM04_3S3RNA 37","311","2"
"2720","A_M1031MM04_3S3RNA 38","311","2"
"2721","A_M1031MM04_3S3RNA 39","311","2"
"2722","A_M1031MM04_3S3RNA 4","102","2"
"2723","A_M1031MM04_3S3RNA 5","102","2"
"2724","A_M1031MM04_3S3RNA 6","102","2"
"2725","A_M1031MM04_3S3RNA 7","103","2"
"2726","A_M1031MM04_3S3RNA 8","103","2"
"2727","A_M1031MM04_3S3RNA 9","104","2"
"2728","A_M1032MM04_1S1RNA 1","102","1"
"2729","A_M1032MM04_1S1RNA 10","202","1"
"2730","A_M1032MM04_1S1RNA 11","203","1"
"2731","A_M1032MM04_1S1RNA 12","203","1"
"2732","A_M1032MM04_1S1RNA 13","203","1"
"2733","A_M1032MM04_1S1RNA 14","203","1"
"2734","A_M1032MM04_1S1RNA 15","204","1"
"2735","A_M1032MM04_1S1RNA 16","205","1"
"2736","A_M1032MM04_1S1RNA 17","205","1"
"2737","A_M1032MM04_1S1RNA 18","205","1"
"2738","A_M1032MM04_1S1RNA 19","206","2"
"2739","A_M1032MM04_1S1RNA 2","102","2"
"2740","A_M1032MM04_1S1RNA 20","301","2"
"2741","A_M1032MM04_1S1RNA 21","304","2"
"2742","A_M1032MM04_1S1RNA 22","304","2"
"2743","A_M1032MM04_1S1RNA 23","304","2"
"2744","A_M1032MM04_1S1RNA 24","304","2"
"2745","A_M1032MM04_1S1RNA 25","305","2"
"2746","A_M1032MM04_1S1RNA 26","306","1"
"2747","A_M1032MM04_1S1RNA 27","306","1"
"2748","A_M1032MM04_1S1RNA 28","307","1"
"2749","A_M1032MM04_1S1RNA 29","308","1"
"2750","A_M1032MM04_1S1RNA 3","103","1"
"2751","A_M1032MM04_1S1RNA 30","308","2"
"2752","A_M1032MM04_1S1RNA 31","311","1"
"2753","A_M1032MM04_1S1RNA 32","311","1"
"2754","A_M1032MM04_1S1RNA 33","311","1"
"2755","A_M1032MM04_1S1RNA 34","311","1"
"2756","A_M1032MM04_1S1RNA 35","311","1"
"2757","A_M1032MM04_1S1RNA 36","311","1"
"2758","A_M1032MM04_1S1RNA 37","311","1"
"2759","A_M1032MM04_1S1RNA 38","311","2"
"2760","A_M1032MM04_1S1RNA 39","311","2"
"2761","A_M1032MM04_1S1RNA 4","103","2"
"2762","A_M1032MM04_1S1RNA 40","311","2"
"2763","A_M1032MM04_1S1RNA 5","104","2"
"2764","A_M1032MM04_1S1RNA 6","104","2"
"2765","A_M1032MM04_1S1RNA 7","106","2"
"2766","A_M1032MM04_1S1RNA 8","106","2"
"2767","A_M1032MM04_1S1RNA 9","106","2"
"2768","A_M1032MM04_2S2RNA 1","111","1"
"2769","A_M1032MM04_2S2RNA 10","106","1"
"2770","A_M1032MM04_2S2RNA 11","202","1"
"2771","A_M1032MM04_2S2RNA 12","203","1"
"2772","A_M1032MM04_2S2RNA 13","203","1"
"2773","A_M1032MM04_2S2RNA 14","203","1"
"2774","A_M1032MM04_2S2RNA 15","203","1"
"2775","A_M1032MM04_2S2RNA 16","204","1"
"2776","A_M1032MM04_2S2RNA 17","205","1"
"2777","A_M1032MM04_2S2RNA 18","205","1"
"2778","A_M1032MM04_2S2RNA 19","205","1"
"2779","A_M1032MM04_2S2RNA 2","111","2"
"2780","A_M1032MM04_2S2RNA 20","206","2"
"2781","A_M1032MM04_2S2RNA 21","206","2"
"2782","A_M1032MM04_2S2RNA 22","303","2"
"2783","A_M1032MM04_2S2RNA 23","304","2"
"2784","A_M1032MM04_2S2RNA 24","304","2"
"2785","A_M1032MM04_2S2RNA 25","304","2"
"2786","A_M1032MM04_2S2RNA 26","305","2"
"2787","A_M1032MM04_2S2RNA 27","306","1"
"2788","A_M1032MM04_2S2RNA 28","306","1"
"2789","A_M1032MM04_2S2RNA 29","306","2"
"2790","A_M1032MM04_2S2RNA 3","111","1"
"2791","A_M1032MM04_2S2RNA 30","308","2"
"2792","A_M1032MM04_2S2RNA 31","308","2"
"2793","A_M1032MM04_2S2RNA 32","308","1"
"2794","A_M1032MM04_2S2RNA 33","311","1"
"2795","A_M1032MM04_2S2RNA 34","311","1"
"2796","A_M1032MM04_2S2RNA 35","311","1"
"2797","A_M1032MM04_2S2RNA 36","311","1"
"2798","A_M1032MM04_2S2RNA 37","311","1"
"2799","A_M1032MM04_2S2RNA 38","311","1"
"2800","A_M1032MM04_2S2RNA 39","311","2"
"2801","A_M1032MM04_2S2RNA 4","102","2"
"2802","A_M1032MM04_2S2RNA 40","311","2"
"2803","A_M1032MM04_2S2RNA 41","311","2"
"2804","A_M1032MM04_2S2RNA 42","311","2"
"2805","A_M1032MM04_2S2RNA 5","102","2"
"2806","A_M1032MM04_2S2RNA 6","105","2"
"2807","A_M1032MM04_2S2RNA 7","105","2"
"2808","A_M1032MM04_2S2RNA 8","106","2"
"2809","A_M1032MM04_2S2RNA 9","106","2"
"2810","A_M1032MM04_3S3RNA 1","111","1"
"2811","A_M1032MM04_3S3RNA 10","106","1"
"2812","A_M1032MM04_3S3RNA 11","106","1"
"2813","A_M1032MM04_3S3RNA 12","202","1"
"2814","A_M1032MM04_3S3RNA 13","203","1"
"2815","A_M1032MM04_3S3RNA 14","203","1"
"2816","A_M1032MM04_3S3RNA 15","203","1"
"2817","A_M1032MM04_3S3RNA 16","204","1"
"2818","A_M1032MM04_3S3RNA 17","205","1"
"2819","A_M1032MM04_3S3RNA 18","205","1"
"2820","A_M1032MM04_3S3RNA 19","205","1"
"2821","A_M1032MM04_3S3RNA 2","111","2"
"2822","A_M1032MM04_3S3RNA 20","206","2"
"2823","A_M1032MM04_3S3RNA 21","301","2"
"2824","A_M1032MM04_3S3RNA 22","304","2"
"2825","A_M1032MM04_3S3RNA 23","304","2"
"2826","A_M1032MM04_3S3RNA 24","304","2"
"2827","A_M1032MM04_3S3RNA 25","304","2"
"2828","A_M1032MM04_3S3RNA 26","305","2"
"2829","A_M1032MM04_3S3RNA 27","306","1"
"2830","A_M1032MM04_3S3RNA 28","306","1"
"2831","A_M1032MM04_3S3RNA 29","307","1"
"2832","A_M1032MM04_3S3RNA 3","111","1"
"2833","A_M1032MM04_3S3RNA 30","311","2"
"2834","A_M1032MM04_3S3RNA 31","311","1"
"2835","A_M1032MM04_3S3RNA 32","311","1"
"2836","A_M1032MM04_3S3RNA 33","311","1"
"2837","A_M1032MM04_3S3RNA 34","311","1"
"2838","A_M1032MM04_3S3RNA 35","311","1"
"2839","A_M1032MM04_3S3RNA 36","311","2"
"2840","A_M1032MM04_3S3RNA 37","311","2"
"2841","A_M1032MM04_3S3RNA 38","311","2"
"2842","A_M1032MM04_3S3RNA 39","311","2"
"2843","A_M1032MM04_3S3RNA 4","102","2"
"2844","A_M1032MM04_3S3RNA 5","102","2"
"2845","A_M1032MM04_3S3RNA 6","102","2"
"2846","A_M1032MM04_3S3RNA 7","103","2"
"2847","A_M1032MM04_3S3RNA 8","103","2"
"2848","A_M1032MM04_3S3RNA 9","106","2"
"2849","A_M1033MM05_1S2RNA 1","111","1"
"2850","A_M1033MM05_1S2RNA 10","106","1"
"2851","A_M1033MM05_1S2RNA 11","202","1"
"2852","A_M1033MM05_1S2RNA 12","203","1"
"2853","A_M1033MM05_1S2RNA 13","203","1"
"2854","A_M1033MM05_1S2RNA 14","203","1"
"2855","A_M1033MM05_1S2RNA 15","203","1"
"2856","A_M1033MM05_1S2RNA 16","204","1"
"2857","A_M1033MM05_1S2RNA 17","205","1"
"2858","A_M1033MM05_1S2RNA 18","205","1"
"2859","A_M1033MM05_1S2RNA 19","205","1"
"2860","A_M1033MM05_1S2RNA 2","111","2"
"2861","A_M1033MM05_1S2RNA 20","206","2"
"2862","A_M1033MM05_1S2RNA 21","301","2"
"2863","A_M1033MM05_1S2RNA 22","304","2"
"2864","A_M1033MM05_1S2RNA 23","304","2"
"2865","A_M1033MM05_1S2RNA 24","304","2"
"2866","A_M1033MM05_1S2RNA 25","304","2"
"2867","A_M1033MM05_1S2RNA 26","306","2"
"2868","A_M1033MM05_1S2RNA 27","306","1"
"2869","A_M1033MM05_1S2RNA 28","306","1"
"2870","A_M1033MM05_1S2RNA 29","308","1"
"2871","A_M1033MM05_1S2RNA 3","111","1"
"2872","A_M1033MM05_1S2RNA 30","308","2"
"2873","A_M1033MM05_1S2RNA 31","311","2"
"2874","A_M1033MM05_1S2RNA 32","311","1"
"2875","A_M1033MM05_1S2RNA 33","311","1"
"2876","A_M1033MM05_1S2RNA 34","311","1"
"2877","A_M1033MM05_1S2RNA 35","311","1"
"2878","A_M1033MM05_1S2RNA 36","311","2"
"2879","A_M1033MM05_1S2RNA 37","311","2"
"2880","A_M1033MM05_1S2RNA 38","311","2"
"2881","A_M1033MM05_1S2RNA 39","311","2"
"2882","A_M1033MM05_1S2RNA 4","103","2"
"2883","A_M1033MM05_1S2RNA 40","311","2"
"2884","A_M1033MM05_1S2RNA 5","102","2"
"2885","A_M1033MM05_1S2RNA 6","105","2"
"2886","A_M1033MM05_1S2RNA 7","105","2"
"2887","A_M1033MM05_1S2RNA 8","105","2"
"2888","A_M1033MM05_1S2RNA 9","106","2"
"2889","A_M1033MM05_2S3RNA 1","111","1"
"2890","A_M1033MM05_2S3RNA 10","106","1"
"2891","A_M1033MM05_2S3RNA 11","106","1"
"2892","A_M1033MM05_2S3RNA 12","201","1"
"2893","A_M1033MM05_2S3RNA 13","203","1"
"2894","A_M1033MM05_2S3RNA 14","203","1"
"2895","A_M1033MM05_2S3RNA 15","203","1"
"2896","A_M1033MM05_2S3RNA 16","203","1"
"2897","A_M1033MM05_2S3RNA 17","204","1"
"2898","A_M1033MM05_2S3RNA 18","205","1"
"2899","A_M1033MM05_2S3RNA 19","205","1"
"2900","A_M1033MM05_2S3RNA 2","111","1"
